Año,Semana,Entidad,Ax_003,Valor
2017,sem23,Aguascalientes,H,5
2017,sem23,Aguascalientes,M,11
2017,sem23,Baja California,Sem.,3
2017,sem23,Baja California,H,13
2017,sem23,Baja California,M,26
2017,sem23,Baja California Sur,Sem.,1
2017,sem23,Baja California Sur,H,3
2017,sem23,Baja California Sur,M,6
2017,sem23,Campeche,Sem.,0
2017,sem23,Campeche,H,3
2017,sem23,Campeche,M,7
2017,sem23,Coahuila,Sem.,0
2017,sem23,Coahuila,H,16
2017,sem23,Coahuila,M,19
2017,sem23,Colima,Sem.,0
2017,sem23,Colima,H,7
2017,sem23,Colima,M,6
2017,sem23,Chiapas,Sem.,0
2017,sem23,Chiapas,H,5
2017,sem23,Chiapas,M,4
2017,sem23,Chihuahua,Sem.,8
2017,sem23,Chihuahua,H,44
2017,sem23,Chihuahua,M,56
2017,sem23,Ciudad de México,Sem.,2
2017,sem23,Ciudad de México,H,21
2017,sem23,Ciudad de México,M,46
2017,sem23,Durango,Sem.,1
2017,sem23,Durango,H,15
2017,sem23,Durango,M,8
2017,sem23,Guanajuato,Sem.,1
2017,sem23,Guanajuato,H,22
2017,sem23,Guanajuato,M,25
2017,sem23,Guerrero,Sem.,0
2017,sem23,Guerrero,H,10
2017,sem23,Guerrero,M,11
2017,sem23,Hidalgo,Sem.,0
2017,sem23,Hidalgo,H,12
2017,sem23,Hidalgo,M,13
2017,sem23,Jalisco,Sem.,7
2017,sem23,Jalisco,H,44
2017,sem23,Jalisco,M,79
2017,sem23,México,Sem.,2
2017,sem23,México,H,29
2017,sem23,México,M,36
2017,sem23,Michoacán,Sem.,2
2017,sem23,Michoacán,H,12
2017,sem23,Michoacán,M,13
2017,sem23,Morelos,Sem.,0
2017,sem23,Morelos,H,6
2017,sem23,Morelos,M,19
2017,sem23,Nayarit,Sem.,1
2017,sem23,Nayarit,H,16
2017,sem23,Nayarit,M,20
2017,sem23,Nuevo León,Sem.,1
2017,sem23,Nuevo León,H,29
2017,sem23,Nuevo León,M,44
2017,sem23,Oaxaca,Sem.,1
2017,sem23,Oaxaca,H,13
2017,sem23,Oaxaca,M,24
2017,sem23,Puebla,Sem.,3
2017,sem23,Puebla,H,11
2017,sem23,Puebla,M,6
2017,sem23,Querétaro,Sem.,0
2017,sem23,Querétaro,H,4
2017,sem23,Querétaro,M,3
2017,sem23,Quintana Roo,Sem.,0
2017,sem23,Quintana Roo,H,3
2017,sem23,Quintana Roo,M,10
2017,sem23,San Luis Potosí,Sem.,0
2017,sem23,San Luis Potosí,H,8
2017,sem23,San Luis Potosí,M,12
2017,sem23,Sinaloa,Sem.,2
2017,sem23,Sinaloa,H,55
2017,sem23,Sinaloa,M,48
2017,sem23,Sonora,Sem.,1
2017,sem23,Sonora,H,33
2017,sem23,Sonora,M,49
2017,sem23,Tabasco,Sem.,0
2017,sem23,Tabasco,H,10
2017,sem23,Tabasco,M,4
2017,sem23,Tamaulipas,Sem.,2
2017,sem23,Tamaulipas,H,42
2017,sem23,Tamaulipas,M,48
2017,sem23,Tlaxcala,Sem.,0
2017,sem23,Tlaxcala,H,6
2017,sem23,Tlaxcala,M,10
2017,sem23,Veracruz,Sem.,6
2017,sem23,Veracruz,H,41
2017,sem23,Veracruz,M,46
2017,sem23,Yucatán,Sem.,1
2017,sem23,Yucatán,H,7
2017,sem23,Yucatán,M,20
2017,sem23,Zacatecas,Sem.,0
2017,sem23,Zacatecas,H,2
2017,sem23,Zacatecas,M,3
2017,sem24,Aguascalientes,Sem.,2
2017,sem24,Aguascalientes,H,6
2017,sem24,Aguascalientes,M,12
2017,sem24,Baja California,Sem.,4
2017,sem24,Baja California,H,14
2017,sem24,Baja California,M,29
2017,sem24,Baja California Sur,Sem.,0
2017,sem24,Baja California Sur,H,3
2017,sem24,Baja California Sur,M,6
2017,sem24,Campeche,Sem.,1
2017,sem24,Campeche,H,3
2017,sem24,Campeche,M,8
2017,sem24,Coahuila,Sem.,0
2017,sem24,Coahuila,H,16
2017,sem24,Coahuila,M,19
2017,sem24,Colima,Sem.,0
2017,sem24,Colima,H,7
2017,sem24,Colima,M,6
2017,sem24,Chiapas,Sem.,1
2017,sem24,Chiapas,H,5
2017,sem24,Chiapas,M,5
2017,sem24,Chihuahua,Sem.,4
2017,sem24,Chihuahua,H,47
2017,sem24,Chihuahua,M,57
2017,sem24,Ciudad de México,Sem.,3
2017,sem24,Ciudad de México,H,23
2017,sem24,Ciudad de México,M,47
2017,sem24,Durango,Sem.,1
2017,sem24,Durango,H,16
2017,sem24,Durango,M,8
2017,sem24,Guanajuato,Sem.,3
2017,sem24,Guanajuato,H,23
2017,sem24,Guanajuato,M,27
2017,sem24,Guerrero,Sem.,0
2017,sem24,Guerrero,H,10
2017,sem24,Guerrero,M,11
2017,sem24,Hidalgo,Sem.,1
2017,sem24,Hidalgo,H,13
2017,sem24,Hidalgo,M,13
2017,sem24,Jalisco,Sem.,5
2017,sem24,Jalisco,H,44
2017,sem24,Jalisco,M,84
2017,sem24,México,Sem.,5
2017,sem24,México,H,31
2017,sem24,México,M,39
2017,sem24,Michoacán,Sem.,3
2017,sem24,Michoacán,H,13
2017,sem24,Michoacán,M,15
2017,sem24,Morelos,Sem.,2
2017,sem24,Morelos,H,7
2017,sem24,Morelos,M,20
2017,sem24,Nayarit,Sem.,1
2017,sem24,Nayarit,H,17
2017,sem24,Nayarit,M,20
2017,sem24,Nuevo León,Sem.,4
2017,sem24,Nuevo León,H,30
2017,sem24,Nuevo León,M,47
2017,sem24,Oaxaca,Sem.,1
2017,sem24,Oaxaca,H,14
2017,sem24,Oaxaca,M,25
2017,sem24,Puebla,Sem.,1
2017,sem24,Puebla,H,11
2017,sem24,Puebla,M,7
2017,sem24,Querétaro,Sem.,0
2017,sem24,Querétaro,H,4
2017,sem24,Querétaro,M,3
2017,sem24,Quintana Roo,Sem.,0
2017,sem24,Quintana Roo,H,3
2017,sem24,Quintana Roo,M,10
2017,sem24,San Luis Potosí,Sem.,1
2017,sem24,San Luis Potosí,H,9
2017,sem24,San Luis Potosí,M,12
2017,sem24,Sinaloa,Sem.,2
2017,sem24,Sinaloa,H,56
2017,sem24,Sinaloa,M,49
2017,sem24,Sonora,Sem.,2
2017,sem24,Sonora,H,34
2017,sem24,Sonora,M,50
2017,sem24,Tabasco,Sem.,1
2017,sem24,Tabasco,H,11
2017,sem24,Tabasco,M,4
2017,sem24,Tamaulipas,Sem.,2
2017,sem24,Tamaulipas,H,42
2017,sem24,Tamaulipas,M,50
2017,sem24,Tlaxcala,Sem.,0
2017,sem24,Tlaxcala,H,6
2017,sem24,Tlaxcala,M,10
2017,sem24,Veracruz,Sem.,5
2017,sem24,Veracruz,H,43
2017,sem24,Veracruz,M,49
2017,sem24,Yucatán,Sem.,2
2017,sem24,Yucatán,H,7
2017,sem24,Yucatán,M,22
2017,sem24,Zacatecas,Sem.,0
2017,sem24,Zacatecas,H,2
2017,sem24,Zacatecas,M,3
2017,sem25,Aguascalientes,Sem.,0
2017,sem25,Aguascalientes,H,6
2017,sem25,Aguascalientes,M,12
2017,sem25,Baja California,Sem.,2
2017,sem25,Baja California,H,15
2017,sem25,Baja California,M,30
2017,sem25,Baja California Sur,Sem.,0
2017,sem25,Baja California Sur,H,3
2017,sem25,Baja California Sur,M,6
2017,sem25,Campeche,Sem.,1
2017,sem25,Campeche,H,4
2017,sem25,Campeche,M,8
2017,sem25,Coahuila,Sem.,2
2017,sem25,Coahuila,H,17
2017,sem25,Coahuila,M,20
2017,sem25,Colima,Sem.,0
2017,sem25,Colima,H,7
2017,sem25,Colima,M,6
2017,sem25,Chiapas,Sem.,0
2017,sem25,Chiapas,H,5
2017,sem25,Chiapas,M,5
2017,sem25,Chihuahua,Sem.,5
2017,sem25,Chihuahua,H,49
2017,sem25,Chihuahua,M,60
2017,sem25,Ciudad de México,Sem.,6
2017,sem25,Ciudad de México,H,25
2017,sem25,Ciudad de México,M,51
2017,sem25,Durango,Sem.,0
2017,sem25,Durango,H,16
2017,sem25,Durango,M,8
2017,sem25,Guanajuato,Sem.,3
2017,sem25,Guanajuato,H,24
2017,sem25,Guanajuato,M,29
2017,sem25,Guerrero,Sem.,0
2017,sem25,Guerrero,H,10
2017,sem25,Guerrero,M,11
2017,sem25,Hidalgo,Sem.,1
2017,sem25,Hidalgo,H,13
2017,sem25,Hidalgo,M,14
2017,sem25,Jalisco,Sem.,2
2017,sem25,Jalisco,H,44
2017,sem25,Jalisco,M,86
2017,sem25,México,Sem.,6
2017,sem25,México,H,34
2017,sem25,México,M,42
2017,sem25,Michoacán,Sem.,0
2017,sem25,Michoacán,H,13
2017,sem25,Michoacán,M,15
2017,sem25,Morelos,Sem.,3
2017,sem25,Morelos,H,7
2017,sem25,Morelos,M,23
2017,sem25,Nayarit,Sem.,3
2017,sem25,Nayarit,H,19
2017,sem25,Nayarit,M,21
2017,sem25,Nuevo León,Sem.,5
2017,sem25,Nuevo León,H,31
2017,sem25,Nuevo León,M,51
2017,sem25,Oaxaca,Sem.,0
2017,sem25,Oaxaca,H,14
2017,sem25,Oaxaca,M,25
2017,sem25,Puebla,Sem.,2
2017,sem25,Puebla,H,12
2017,sem25,Puebla,M,8
2017,sem25,Querétaro,Sem.,0
2017,sem25,Querétaro,H,4
2017,sem25,Querétaro,M,3
2017,sem25,Quintana Roo,Sem.,0
2017,sem25,Quintana Roo,H,3
2017,sem25,Quintana Roo,M,10
2017,sem25,San Luis Potosí,Sem.,1
2017,sem25,San Luis Potosí,H,10
2017,sem25,San Luis Potosí,M,12
2017,sem25,Sinaloa,Sem.,2
2017,sem25,Sinaloa,H,57
2017,sem25,Sinaloa,M,50
2017,sem25,Sonora,Sem.,3
2017,sem25,Sonora,H,35
2017,sem25,Sonora,M,52
2017,sem25,Tabasco,Sem.,0
2017,sem25,Tabasco,H,11
2017,sem25,Tabasco,M,4
2017,sem25,Tamaulipas,Sem.,0
2017,sem25,Tamaulipas,H,42
2017,sem25,Tamaulipas,M,50
2017,sem25,Tlaxcala,Sem.,0
2017,sem25,Tlaxcala,H,6
2017,sem25,Tlaxcala,M,10
2017,sem25,Veracruz,Sem.,2
2017,sem25,Veracruz,H,44
2017,sem25,Veracruz,M,50
2017,sem25,Yucatán,Sem.,1
2017,sem25,Yucatán,H,7
2017,sem25,Yucatán,M,23
2017,sem25,Zacatecas,Sem.,1
2017,sem25,Zacatecas,H,3
2017,sem25,Zacatecas,M,3
2017,sem26,Aguascalientes,Sem.,1
2017,sem26,Aguascalientes,H,7
2017,sem26,Aguascalientes,M,12
2017,sem26,Baja California,Sem.,1
2017,sem26,Baja California,H,16
2017,sem26,Baja California,M,30
2017,sem26,Baja California Sur,Sem.,1
2017,sem26,Baja California Sur,H,4
2017,sem26,Baja California Sur,M,6
2017,sem26,Campeche,Sem.,0
2017,sem26,Campeche,H,4
2017,sem26,Campeche,M,8
2017,sem26,Coahuila,Sem.,1
2017,sem26,Coahuila,H,17
2017,sem26,Coahuila,M,21
2017,sem26,Colima,Sem.,2
2017,sem26,Colima,H,8
2017,sem26,Colima,M,7
2017,sem26,Chiapas,Sem.,0
2017,sem26,Chiapas,H,5
2017,sem26,Chiapas,M,5
2017,sem26,Chihuahua,Sem.,3
2017,sem26,Chihuahua,H,49
2017,sem26,Chihuahua,M,63
2017,sem26,Ciudad de México,Sem.,9
2017,sem26,Ciudad de México,H,27
2017,sem26,Ciudad de México,M,58
2017,sem26,Durango,Sem.,3
2017,sem26,Durango,H,16
2017,sem26,Durango,M,11
2017,sem26,Guanajuato,Sem.,2
2017,sem26,Guanajuato,H,24
2017,sem26,Guanajuato,M,31
2017,sem26,Guerrero,Sem.,0
2017,sem26,Guerrero,H,10
2017,sem26,Guerrero,M,11
2017,sem26,Hidalgo,Sem.,2
2017,sem26,Hidalgo,H,13
2017,sem26,Hidalgo,M,16
2017,sem26,Jalisco,Sem.,4
2017,sem26,Jalisco,H,46
2017,sem26,Jalisco,M,88
2017,sem26,México,Sem.,2
2017,sem26,México,H,34
2017,sem26,México,M,44
2017,sem26,Michoacán,Sem.,0
2017,sem26,Michoacán,H,13
2017,sem26,Michoacán,M,15
2017,sem26,Morelos,Sem.,0
2017,sem26,Morelos,H,7
2017,sem26,Morelos,M,23
2017,sem26,Nayarit,Sem.,4
2017,sem26,Nayarit,H,20
2017,sem26,Nayarit,M,24
2017,sem26,Nuevo León,Sem.,5
2017,sem26,Nuevo León,H,34
2017,sem26,Nuevo León,M,53
2017,sem26,Oaxaca,Sem.,1
2017,sem26,Oaxaca,H,14
2017,sem26,Oaxaca,M,26
2017,sem26,Puebla,Sem.,1
2017,sem26,Puebla,H,12
2017,sem26,Puebla,M,9
2017,sem26,Querétaro,Sem.,0
2017,sem26,Querétaro,H,4
2017,sem26,Querétaro,M,3
2017,sem26,Quintana Roo,Sem.,0
2017,sem26,Quintana Roo,H,3
2017,sem26,Quintana Roo,M,10
2017,sem26,San Luis Potosí,Sem.,0
2017,sem26,San Luis Potosí,H,10
2017,sem26,San Luis Potosí,M,12
2017,sem26,Sinaloa,Sem.,4
2017,sem26,Sinaloa,H,58
2017,sem26,Sinaloa,M,53
2017,sem26,Sonora,Sem.,3
2017,sem26,Sonora,H,35
2017,sem26,Sonora,M,55
2017,sem26,Tabasco,Sem.,0
2017,sem26,Tabasco,H,11
2017,sem26,Tabasco,M,4
2017,sem26,Tamaulipas,Sem.,5
2017,sem26,Tamaulipas,H,43
2017,sem26,Tamaulipas,M,54
2017,sem26,Tlaxcala,Sem.,0
2017,sem26,Tlaxcala,H,6
2017,sem26,Tlaxcala,M,10
2017,sem26,Veracruz,Sem.,5
2017,sem26,Veracruz,H,46
2017,sem26,Veracruz,M,53
2017,sem26,Yucatán,Sem.,0
2017,sem26,Yucatán,H,7
2017,sem26,Yucatán,M,23
2017,sem26,Zacatecas,Sem.,0
2017,sem26,Zacatecas,H,3
2017,sem26,Zacatecas,M,3
2017,sem27,Aguascalientes,Sem.,0
2017,sem27,Aguascalientes,H,7
2017,sem27,Aguascalientes,M,12
2017,sem27,Baja California,Sem.,5
2017,sem27,Baja California,H,17
2017,sem27,Baja California,M,34
2017,sem27,Baja California Sur,Sem.,0
2017,sem27,Baja California Sur,H,4
2017,sem27,Baja California Sur,M,6
2017,sem27,Campeche,Sem.,0
2017,sem27,Campeche,H,4
2017,sem27,Campeche,M,8
2017,sem27,Coahuila,Sem.,1
2017,sem27,Coahuila,H,18
2017,sem27,Coahuila,M,21
2017,sem27,Colima,Sem.,2
2017,sem27,Colima,H,10
2017,sem27,Colima,M,7
2017,sem27,Chiapas,Sem.,0
2017,sem27,Chiapas,H,5
2017,sem27,Chiapas,M,5
2017,sem27,Chihuahua,Sem.,10
2017,sem27,Chihuahua,H,53
2017,sem27,Chihuahua,M,69
2017,sem27,Ciudad de México,Sem.,4
2017,sem27,Ciudad de México,H,27
2017,sem27,Ciudad de México,M,62
2017,sem27,Durango,Sem.,0
2017,sem27,Durango,H,16
2017,sem27,Durango,M,11
2017,sem27,Guanajuato,Sem.,1
2017,sem27,Guanajuato,H,25
2017,sem27,Guanajuato,M,31
2017,sem27,Guerrero,Sem.,0
2017,sem27,Guerrero,H,10
2017,sem27,Guerrero,M,11
2017,sem27,Hidalgo,Sem.,1
2017,sem27,Hidalgo,H,13
2017,sem27,Hidalgo,M,17
2017,sem27,Jalisco,Sem.,6
2017,sem27,Jalisco,H,48
2017,sem27,Jalisco,M,92
2017,sem27,México,Sem.,2
2017,sem27,México,H,36
2017,sem27,México,M,44
2017,sem27,Michoacán,Sem.,2
2017,sem27,Michoacán,H,14
2017,sem27,Michoacán,M,16
2017,sem27,Morelos,Sem.,3
2017,sem27,Morelos,H,7
2017,sem27,Morelos,M,27
2017,sem27,Nayarit,Sem.,4
2017,sem27,Nayarit,H,21
2017,sem27,Nayarit,M,27
2017,sem27,Nuevo León,Sem.,1
2017,sem27,Nuevo León,H,34
2017,sem27,Nuevo León,M,54
2017,sem27,Oaxaca,Sem.,0
2017,sem27,Oaxaca,H,14
2017,sem27,Oaxaca,M,26
2017,sem27,Puebla,Sem.,1
2017,sem27,Puebla,H,13
2017,sem27,Puebla,M,9
2017,sem27,Querétaro,Sem.,0
2017,sem27,Querétaro,H,4
2017,sem27,Querétaro,M,3
2017,sem27,Quintana Roo,Sem.,0
2017,sem27,Quintana Roo,H,3
2017,sem27,Quintana Roo,M,10
2017,sem27,San Luis Potosí,Sem.,1
2017,sem27,San Luis Potosí,H,11
2017,sem27,San Luis Potosí,M,12
2017,sem27,Sinaloa,Sem.,3
2017,sem27,Sinaloa,H,60
2017,sem27,Sinaloa,M,55
2017,sem27,Sonora,Sem.,3
2017,sem27,Sonora,H,37
2017,sem27,Sonora,M,56
2017,sem27,Tabasco,Sem.,2
2017,sem27,Tabasco,H,13
2017,sem27,Tabasco,M,4
2017,sem27,Tamaulipas,Sem.,9
2017,sem27,Tamaulipas,H,47
2017,sem27,Tamaulipas,M,59
2017,sem27,Tlaxcala,Sem.,1
2017,sem27,Tlaxcala,H,7
2017,sem27,Tlaxcala,M,10
2017,sem27,Veracruz,Sem.,3
2017,sem27,Veracruz,H,48
2017,sem27,Veracruz,M,54
2017,sem27,Yucatán,Sem.,1
2017,sem27,Yucatán,H,7
2017,sem27,Yucatán,M,24
2017,sem27,Zacatecas,Sem.,0
2017,sem27,Zacatecas,H,3
2017,sem27,Zacatecas,M,3
2017,sem28,Aguascalientes,Sem.,0
2017,sem28,Aguascalientes,H,7
2017,sem28,Aguascalientes,M,12
2017,sem28,Baja California,Sem.,0
2017,sem28,Baja California,H,17
2017,sem28,Baja California,M,34
2017,sem28,Baja California Sur,Sem.,0
2017,sem28,Baja California Sur,H,4
2017,sem28,Baja California Sur,M,6
2017,sem28,Campeche,Sem.,0
2017,sem28,Campeche,H,4
2017,sem28,Campeche,M,8
2017,sem28,Coahuila,Sem.,2
2017,sem28,Coahuila,H,18
2017,sem28,Coahuila,M,23
2017,sem28,Colima,Sem.,0
2017,sem28,Colima,H,10
2017,sem28,Colima,M,7
2017,sem28,Chiapas,Sem.,2
2017,sem28,Chiapas,H,5
2017,sem28,Chiapas,M,7
2017,sem28,Chihuahua,Sem.,3
2017,sem28,Chihuahua,H,54
2017,sem28,Chihuahua,M,71
2017,sem28,Ciudad de México,Sem.,3
2017,sem28,Ciudad de México,H,27
2017,sem28,Ciudad de México,M,65
2017,sem28,Durango,Sem.,2
2017,sem28,Durango,H,17
2017,sem28,Durango,M,12
2017,sem28,Guanajuato,Sem.,2
2017,sem28,Guanajuato,H,25
2017,sem28,Guanajuato,M,33
2017,sem28,Guerrero,Sem.,1
2017,sem28,Guerrero,H,11
2017,sem28,Guerrero,M,11
2017,sem28,Hidalgo,Sem.,2
2017,sem28,Hidalgo,H,15
2017,sem28,Hidalgo,M,17
2017,sem28,Jalisco,Sem.,9
2017,sem28,Jalisco,H,52
2017,sem28,Jalisco,M,97
2017,sem28,México,Sem.,0
2017,sem28,México,H,36
2017,sem28,México,M,44
2017,sem28,Michoacán,Sem.,0
2017,sem28,Michoacán,H,14
2017,sem28,Michoacán,M,16
2017,sem28,Morelos,Sem.,0
2017,sem28,Morelos,H,7
2017,sem28,Morelos,M,27
2017,sem28,Nayarit,Sem.,7
2017,sem28,Nayarit,H,24
2017,sem28,Nayarit,M,31
2017,sem28,Nuevo León,Sem.,2
2017,sem28,Nuevo León,H,35
2017,sem28,Nuevo León,M,55
2017,sem28,Oaxaca,Sem.,0
2017,sem28,Oaxaca,H,14
2017,sem28,Oaxaca,M,26
2017,sem28,Puebla,Sem.,2
2017,sem28,Puebla,H,14
2017,sem28,Puebla,M,10
2017,sem28,Querétaro,Sem.,0
2017,sem28,Querétaro,H,4
2017,sem28,Querétaro,M,3
2017,sem28,Quintana Roo,Sem.,0
2017,sem28,Quintana Roo,H,3
2017,sem28,Quintana Roo,M,10
2017,sem28,San Luis Potosí,Sem.,1
2017,sem28,San Luis Potosí,H,11
2017,sem28,San Luis Potosí,M,13
2017,sem28,Sinaloa,Sem.,2
2017,sem28,Sinaloa,H,61
2017,sem28,Sinaloa,M,56
2017,sem28,Sonora,Sem.,4
2017,sem28,Sonora,H,37
2017,sem28,Sonora,M,60
2017,sem28,Tabasco,Sem.,0
2017,sem28,Tabasco,H,13
2017,sem28,Tabasco,M,4
2017,sem28,Tamaulipas,Sem.,7
2017,sem28,Tamaulipas,H,50
2017,sem28,Tamaulipas,M,63
2017,sem28,Tlaxcala,Sem.,0
2017,sem28,Tlaxcala,H,7
2017,sem28,Tlaxcala,M,10
2017,sem28,Veracruz,Sem.,3
2017,sem28,Veracruz,H,49
2017,sem28,Veracruz,M,56
2017,sem28,Yucatán,Sem.,3
2017,sem28,Yucatán,H,9
2017,sem28,Yucatán,M,25
2017,sem28,Zacatecas,Sem.,0
2017,sem28,Zacatecas,H,3
2017,sem28,Zacatecas,M,3
2017,sem29,Aguascalientes,Sem.,0
2017,sem29,Aguascalientes,H,7
2017,sem29,Aguascalientes,M,12
2017,sem29,Baja California,Sem.,2
2017,sem29,Baja California,H,17
2017,sem29,Baja California,M,36
2017,sem29,Baja California Sur,Sem.,3
2017,sem29,Baja California Sur,H,5
2017,sem29,Baja California Sur,M,8
2017,sem29,Campeche,Sem.,0
2017,sem29,Campeche,H,4
2017,sem29,Campeche,M,8
2017,sem29,Coahuila,Sem.,1
2017,sem29,Coahuila,H,18
2017,sem29,Coahuila,M,24
2017,sem29,Colima,Sem.,0
2017,sem29,Colima,H,10
2017,sem29,Colima,M,7
2017,sem29,Chiapas,Sem.,1
2017,sem29,Chiapas,H,5
2017,sem29,Chiapas,M,8
2017,sem29,Chihuahua,Sem.,1
2017,sem29,Chihuahua,H,54
2017,sem29,Chihuahua,M,72
2017,sem29,Ciudad de México,Sem.,4
2017,sem29,Ciudad de México,H,27
2017,sem29,Ciudad de México,M,69
2017,sem29,Durango,Sem.,0
2017,sem29,Durango,H,17
2017,sem29,Durango,M,12
2017,sem29,Guanajuato,Sem.,2
2017,sem29,Guanajuato,H,26
2017,sem29,Guanajuato,M,34
2017,sem29,Guerrero,Sem.,1
2017,sem29,Guerrero,H,12
2017,sem29,Guerrero,M,11
2017,sem29,Hidalgo,Sem.,0
2017,sem29,Hidalgo,H,15
2017,sem29,Hidalgo,M,17
2017,sem29,Jalisco,Sem.,6
2017,sem29,Jalisco,H,54
2017,sem29,Jalisco,M,101
2017,sem29,México,Sem.,1
2017,sem29,México,H,36
2017,sem29,México,M,45
2017,sem29,Michoacán,Sem.,2
2017,sem29,Michoacán,H,15
2017,sem29,Michoacán,M,17
2017,sem29,Morelos,Sem.,0
2017,sem29,Morelos,H,7
2017,sem29,Morelos,M,27
2017,sem29,Nayarit,Sem.,5
2017,sem29,Nayarit,H,24
2017,sem29,Nayarit,M,36
2017,sem29,Nuevo León,Sem.,3
2017,sem29,Nuevo León,H,37
2017,sem29,Nuevo León,M,56
2017,sem29,Oaxaca,Sem.,0
2017,sem29,Oaxaca,H,14
2017,sem29,Oaxaca,M,26
2017,sem29,Puebla,Sem.,0
2017,sem29,Puebla,H,15
2017,sem29,Puebla,M,10
2017,sem29,Querétaro,Sem.,0
2017,sem29,Querétaro,H,4
2017,sem29,Querétaro,M,3
2017,sem29,Quintana Roo,Sem.,1
2017,sem29,Quintana Roo,H,4
2017,sem29,Quintana Roo,M,10
2017,sem29,San Luis Potosí,Sem.,3
2017,sem29,San Luis Potosí,H,14
2017,sem29,San Luis Potosí,M,13
2017,sem29,Sinaloa,Sem.,7
2017,sem29,Sinaloa,H,62
2017,sem29,Sinaloa,M,62
2017,sem29,Sonora,Sem.,4
2017,sem29,Sonora,H,38
2017,sem29,Sonora,M,63
2017,sem29,Tabasco,Sem.,0
2017,sem29,Tabasco,H,13
2017,sem29,Tabasco,M,4
2017,sem29,Tamaulipas,Sem.,5
2017,sem29,Tamaulipas,H,51
2017,sem29,Tamaulipas,M,67
2017,sem29,Tlaxcala,Sem.,0
2017,sem29,Tlaxcala,H,7
2017,sem29,Tlaxcala,M,10
2017,sem29,Veracruz,Sem.,2
2017,sem29,Veracruz,H,51
2017,sem29,Veracruz,M,56
2017,sem29,Yucatán,Sem.,2
2017,sem29,Yucatán,H,11
2017,sem29,Yucatán,M,25
2017,sem29,Zacatecas,Sem.,0
2017,sem29,Zacatecas,H,3
2017,sem29,Zacatecas,M,3
2017,sem30,Aguascalientes,Sem.,1
2017,sem30,Aguascalientes,H,7
2017,sem30,Aguascalientes,M,13
2017,sem30,Baja California,Sem.,0
2017,sem30,Baja California,H,17
2017,sem30,Baja California,M,36
2017,sem30,Baja California Sur,Sem.,0
2017,sem30,Baja California Sur,H,5
2017,sem30,Baja California Sur,M,8
2017,sem30,Campeche,Sem.,0
2017,sem30,Campeche,H,4
2017,sem30,Campeche,M,8
2017,sem30,Coahuila,Sem.,3
2017,sem30,Coahuila,H,19
2017,sem30,Coahuila,M,26
2017,sem30,Colima,Sem.,0
2017,sem30,Colima,H,10
2017,sem30,Colima,M,7
2017,sem30,Chiapas,Sem.,1
2017,sem30,Chiapas,H,6
2017,sem30,Chiapas,M,8
2017,sem30,Chihuahua,Sem.,1
2017,sem30,Chihuahua,H,54
2017,sem30,Chihuahua,M,73
2017,sem30,Ciudad de México,Sem.,3
2017,sem30,Ciudad de México,H,28
2017,sem30,Ciudad de México,M,71
2017,sem30,Durango,Sem.,1
2017,sem30,Durango,H,18
2017,sem30,Durango,M,12
2017,sem30,Guanajuato,Sem.,2
2017,sem30,Guanajuato,H,26
2017,sem30,Guanajuato,M,36
2017,sem30,Guerrero,Sem.,0
2017,sem30,Guerrero,H,12
2017,sem30,Guerrero,M,11
2017,sem30,Hidalgo,Sem.,2
2017,sem30,Hidalgo,H,16
2017,sem30,Hidalgo,M,18
2017,sem30,Jalisco,Sem.,10
2017,sem30,Jalisco,H,58
2017,sem30,Jalisco,M,107
2017,sem30,México,Sem.,5
2017,sem30,México,H,39
2017,sem30,México,M,47
2017,sem30,Michoacán,Sem.,1
2017,sem30,Michoacán,H,16
2017,sem30,Michoacán,M,17
2017,sem30,Morelos,Sem.,3
2017,sem30,Morelos,H,9
2017,sem30,Morelos,M,28
2017,sem30,Nayarit,Sem.,0
2017,sem30,Nayarit,H,24
2017,sem30,Nayarit,M,36
2017,sem30,Nuevo León,Sem.,2
2017,sem30,Nuevo León,H,37
2017,sem30,Nuevo León,M,58
2017,sem30,Oaxaca,Sem.,0
2017,sem30,Oaxaca,H,14
2017,sem30,Oaxaca,M,26
2017,sem30,Puebla,Sem.,3
2017,sem30,Puebla,H,16
2017,sem30,Puebla,M,12
2017,sem30,Querétaro,Sem.,0
2017,sem30,Querétaro,H,4
2017,sem30,Querétaro,M,3
2017,sem30,Quintana Roo,Sem.,0
2017,sem30,Quintana Roo,H,4
2017,sem30,Quintana Roo,M,10
2017,sem30,San Luis Potosí,Sem.,3
2017,sem30,San Luis Potosí,H,14
2017,sem30,San Luis Potosí,M,16
2017,sem30,Sinaloa,Sem.,4
2017,sem30,Sinaloa,H,64
2017,sem30,Sinaloa,M,64
2017,sem30,Sonora,Sem.,3
2017,sem30,Sonora,H,39
2017,sem30,Sonora,M,65
2017,sem30,Tabasco,Sem.,2
2017,sem30,Tabasco,H,14
2017,sem30,Tabasco,M,5
2017,sem30,Tamaulipas,Sem.,2
2017,sem30,Tamaulipas,H,52
2017,sem30,Tamaulipas,M,68
2017,sem30,Tlaxcala,Sem.,0
2017,sem30,Tlaxcala,H,7
2017,sem30,Tlaxcala,M,10
2017,sem30,Veracruz,Sem.,1
2017,sem30,Veracruz,H,51
2017,sem30,Veracruz,M,57
2017,sem30,Yucatán,Sem.,0
2017,sem30,Yucatán,H,11
2017,sem30,Yucatán,M,25
