Año,Semana,Entidad,Ax_003,Valor
2017,sem52,Aguascalientes,Sem.,0
2017,sem52,Aguascalientes,H,10
2017,sem52,Aguascalientes,M,20
2017,sem52,Baja California,Sem.,1
2017,sem52,Baja California,H,29
2017,sem52,Baja California,M,64
2017,sem52,Baja California Sur,Sem.,1
2017,sem52,Baja California Sur,H,8
2017,sem52,Baja California Sur,M,11
2017,sem52,Campeche,Sem.,0
2017,sem52,Campeche,H,12
2017,sem52,Campeche,M,14
2017,sem52,Coahuila,Sem.,2
2017,sem52,Coahuila,H,34
2017,sem52,Coahuila,M,50
2017,sem52,Colima,Sem.,1
2017,sem52,Colima,H,14
2017,sem52,Colima,M,16
2017,sem52,Chiapas,Sem.,1
2017,sem52,Chiapas,H,17
2017,sem52,Chiapas,M,20
2017,sem52,Chihuahua,Sem.,4
2017,sem52,Chihuahua,H,99
2017,sem52,Chihuahua,M,151
2017,sem52,Ciudad de México,Sem.,3
2017,sem52,Ciudad de México,H,52
2017,sem52,Ciudad de México,M,106
2017,sem52,Durango,Sem.,2
2017,sem52,Durango,H,35
2017,sem52,Durango,M,20
2017,sem52,Guanajuato,Sem.,1
2017,sem52,Guanajuato,H,32
2017,sem52,Guanajuato,M,53
2017,sem52,Guerrero,Sem.,2
2017,sem52,Guerrero,H,22
2017,sem52,Guerrero,M,28
2017,sem52,Hidalgo,Sem.,0
2017,sem52,Hidalgo,H,23
2017,sem52,Hidalgo,M,31
2017,sem52,Jalisco,Sem.,1
2017,sem52,Jalisco,H,110
2017,sem52,Jalisco,M,162
2017,sem52,México,Sem.,2
2017,sem52,México,H,58
2017,sem52,México,M,73
2017,sem52,Michoacán,Sem.,0
2017,sem52,Michoacán,H,28
2017,sem52,Michoacán,M,27
2017,sem52,Morelos,Sem.,1
2017,sem52,Morelos,H,16
2017,sem52,Morelos,M,38
2017,sem52,Nayarit,Sem.,1
2017,sem52,Nayarit,H,40
2017,sem52,Nayarit,M,71
2017,sem52,Nuevo León,Sem.,1
2017,sem52,Nuevo León,H,55
2017,sem52,Nuevo León,M,85
2017,sem52,Oaxaca,Sem.,1
2017,sem52,Oaxaca,H,31
2017,sem52,Oaxaca,M,54
2017,sem52,Puebla,Sem.,0
2017,sem52,Puebla,H,25
2017,sem52,Puebla,M,26
2017,sem52,Querétaro,Sem.,0
2017,sem52,Querétaro,H,5
2017,sem52,Querétaro,M,7
2017,sem52,Quintana Roo,Sem.,1
2017,sem52,Quintana Roo,H,8
2017,sem52,Quintana Roo,M,20
2017,sem52,San Luis Potosí,Sem.,0
2017,sem52,San Luis Potosí,H,23
2017,sem52,San Luis Potosí,M,33
2017,sem52,Sinaloa,Sem.,6
2017,sem52,Sinaloa,H,104
2017,sem52,Sinaloa,M,112
2017,sem52,Sonora,Sem.,0
2017,sem52,Sonora,H,57
2017,sem52,Sonora,M,103
2017,sem52,Tabasco,Sem.,0
2017,sem52,Tabasco,H,24
2017,sem52,Tabasco,M,12
2017,sem52,Tamaulipas,Sem.,3
2017,sem52,Tamaulipas,H,85
2017,sem52,Tamaulipas,M,122
2017,sem52,Tlaxcala,Sem.,0
2017,sem52,Tlaxcala,H,13
2017,sem52,Tlaxcala,M,13
2017,sem52,Veracruz,Sem.,4
2017,sem52,Veracruz,H,74
2017,sem52,Veracruz,M,100
2017,sem52,Yucatán,Sem.,0
2017,sem52,Yucatán,H,13
2017,sem52,Yucatán,M,36
2017,sem52,Zacatecas,Sem.,0
2017,sem52,Zacatecas,H,6
2017,sem52,Zacatecas,M,11
2018,sem01,Aguascalientes,Sem.,0
2018,sem01,Aguascalientes,H,10
2018,sem01,Aguascalientes,M,20
2018,sem01,Baja California,Sem.,2
2018,sem01,Baja California,H,30
2018,sem01,Baja California,M,65
2018,sem01,Baja California Sur,Sem.,0
2018,sem01,Baja California Sur,H,8
2018,sem01,Baja California Sur,M,11
2018,sem01,Campeche,Sem.,0
2018,sem01,Campeche,H,12
2018,sem01,Campeche,M,14
2018,sem01,Coahuila,Sem.,3
2018,sem01,Coahuila,H,36
2018,sem01,Coahuila,M,52
2018,sem01,Colima,Sem.,2
2018,sem01,Colima,H,15
2018,sem01,Colima,M,17
2018,sem01,Chiapas,Sem.,0
2018,sem01,Chiapas,H,17
2018,sem01,Chiapas,M,20
2018,sem01,Chihuahua,Sem.,3
2018,sem01,Chihuahua,H,100
2018,sem01,Chihuahua,M,153
2018,sem01,Ciudad de México,Sem.,4
2018,sem01,Ciudad de México,H,54
2018,sem01,Ciudad de México,M,108
2018,sem01,Durango,Sem.,0
2018,sem01,Durango,H,35
2018,sem01,Durango,M,20
2018,sem01,Guanajuato,Sem.,1
2018,sem01,Guanajuato,H,32
2018,sem01,Guanajuato,M,54
2018,sem01,Guerrero,Sem.,0
2018,sem01,Guerrero,H,22
2018,sem01,Guerrero,M,28
2018,sem01,Hidalgo,Sem.,0
2018,sem01,Hidalgo,H,23
2018,sem01,Hidalgo,M,31
2018,sem01,Jalisco,Sem.,4
2018,sem01,Jalisco,H,111
2018,sem01,Jalisco,M,165
2018,sem01,México,Sem.,1
2018,sem01,México,H,59
2018,sem01,México,M,73
2018,sem01,Michoacán,Sem.,0
2018,sem01,Michoacán,H,28
2018,sem01,Michoacán,M,27
2018,sem01,Morelos,Sem.,0
2018,sem01,Morelos,H,18
2018,sem01,Morelos,M,40
2018,sem01,Nayarit,Sem.,0
2018,sem01,Nayarit,H,40
2018,sem01,Nayarit,M,71
2018,sem01,Nuevo León,Sem.,2
2018,sem01,Nuevo León,H,56
2018,sem01,Nuevo León,M,86
2018,sem01,Oaxaca,Sem.,1
2018,sem01,Oaxaca,H,32
2018,sem01,Oaxaca,M,54
2018,sem01,Puebla,Sem.,1
2018,sem01,Puebla,H,25
2018,sem01,Puebla,M,27
2018,sem01,Querétaro,Sem.,0
2018,sem01,Querétaro,H,5
2018,sem01,Querétaro,M,7
2018,sem01,Quintana Roo,Sem.,1
2018,sem01,Quintana Roo,H,9
2018,sem01,Quintana Roo,M,20
2018,sem01,San Luis Potosí,Sem.,1
2018,sem01,San Luis Potosí,H,23
2018,sem01,San Luis Potosí,M,34
2018,sem01,Sinaloa,Sem.,1
2018,sem01,Sinaloa,H,105
2018,sem01,Sinaloa,M,112
2018,sem01,Sonora,Sem.,5
2018,sem01,Sonora,H,59
2018,sem01,Sonora,M,111
2018,sem01,Tabasco,Sem.,0
2018,sem01,Tabasco,H,24
2018,sem01,Tabasco,M,12
2018,sem01,Tamaulipas,Sem.,1
2018,sem01,Tamaulipas,H,86
2018,sem01,Tamaulipas,M,122
2018,sem01,Tlaxcala,Sem.,0
2018,sem01,Tlaxcala,H,13
2018,sem01,Tlaxcala,M,13
2018,sem01,Veracruz,Sem.,3
2018,sem01,Veracruz,H,76
2018,sem01,Veracruz,M,101
2018,sem01,Yucatán,Sem.,0
2018,sem01,Yucatán,H,13
2018,sem01,Yucatán,M,36
2018,sem01,Zacatecas,Sem.,1
2018,sem01,Zacatecas,H,7
2018,sem01,Zacatecas,M,11
2018,sem02,Aguascalientes,Sem.,2
2018,sem02,Aguascalientes,H,0
2018,sem02,Aguascalientes,M,2
2018,sem02,Baja California,Sem.,1
2018,sem02,Baja California,H,1
2018,sem02,Baja California,M,0
2018,sem02,Baja California Sur,Sem.,1
2018,sem02,Baja California Sur,H,0
2018,sem02,Baja California Sur,M,1
2018,sem02,Campeche,Sem.,0
2018,sem02,Campeche,H,0
2018,sem02,Campeche,M,0
2018,sem02,Coahuila,Sem.,2
2018,sem02,Coahuila,H,1
2018,sem02,Coahuila,M,1
2018,sem02,Colima,Sem.,1
2018,sem02,Colima,H,0
2018,sem02,Colima,M,1
2018,sem02,Chiapas,Sem.,2
2018,sem02,Chiapas,H,1
2018,sem02,Chiapas,M,1
2018,sem02,Chihuahua,Sem.,5
2018,sem02,Chihuahua,H,4
2018,sem02,Chihuahua,M,1
2018,sem02,Ciudad de México,Sem.,1
2018,sem02,Ciudad de México,H,1
2018,sem02,Ciudad de México,M,0
2018,sem02,Durango,Sem.,0
2018,sem02,Durango,H,0
2018,sem02,Durango,M,0
2018,sem02,Guanajuato,Sem.,0
2018,sem02,Guanajuato,H,0
2018,sem02,Guanajuato,M,0
2018,sem02,Guerrero,Sem.,1
2018,sem02,Guerrero,H,0
2018,sem02,Guerrero,M,1
2018,sem02,Hidalgo,Sem.,1
2018,sem02,Hidalgo,H,0
2018,sem02,Hidalgo,M,1
2018,sem02,Jalisco,Sem.,5
2018,sem02,Jalisco,H,5
2018,sem02,Jalisco,M,0
2018,sem02,México,Sem.,2
2018,sem02,México,H,0
2018,sem02,México,M,2
2018,sem02,Michoacán,Sem.,1
2018,sem02,Michoacán,H,0
2018,sem02,Michoacán,M,1
2018,sem02,Morelos,Sem.,1
2018,sem02,Morelos,H,1
2018,sem02,Morelos,M,0
2018,sem02,Nayarit,Sem.,0
2018,sem02,Nayarit,H,0
2018,sem02,Nayarit,M,0
2018,sem02,Nuevo León,Sem.,6
2018,sem02,Nuevo León,H,3
2018,sem02,Nuevo León,M,3
2018,sem02,Oaxaca,Sem.,0
2018,sem02,Oaxaca,H,0
2018,sem02,Oaxaca,M,0
2018,sem02,Puebla,Sem.,0
2018,sem02,Puebla,H,0
2018,sem02,Puebla,M,0
2018,sem02,Querétaro,Sem.,0
2018,sem02,Querétaro,H,0
2018,sem02,Querétaro,M,0
2018,sem02,Quintana Roo,Sem.,1
2018,sem02,Quintana Roo,H,1
2018,sem02,Quintana Roo,M,0
2018,sem02,San Luis Potosí,Sem.,0
2018,sem02,San Luis Potosí,H,0
2018,sem02,San Luis Potosí,M,0
2018,sem02,Sinaloa,Sem.,1
2018,sem02,Sinaloa,H,0
2018,sem02,Sinaloa,M,1
2018,sem02,Sonora,Sem.,1
2018,sem02,Sonora,H,0
2018,sem02,Sonora,M,1
2018,sem02,Tabasco,Sem.,0
2018,sem02,Tabasco,H,0
2018,sem02,Tabasco,M,0
2018,sem02,Tamaulipas,Sem.,2
2018,sem02,Tamaulipas,H,2
2018,sem02,Tamaulipas,M,0
2018,sem02,Tlaxcala,Sem.,0
2018,sem02,Tlaxcala,H,0
2018,sem02,Tlaxcala,M,0
2018,sem02,Veracruz,Sem.,4
2018,sem02,Veracruz,H,0
2018,sem02,Veracruz,M,4
2018,sem02,Yucatán,Sem.,1
2018,sem02,Yucatán,H,0
2018,sem02,Yucatán,M,1
2018,sem02,Zacatecas,Sem.,0
2018,sem02,Zacatecas,H,0
2018,sem02,Zacatecas,M,0
2018,sem03,Aguascalientes,Sem.,0
2018,sem03,Aguascalientes,H,0
2018,sem03,Aguascalientes,M,2
2018,sem03,Baja California,Sem.,1
2018,sem03,Baja California,H,2
2018,sem03,Baja California,M,0
2018,sem03,Baja California Sur,Sem.,0
2018,sem03,Baja California Sur,H,0
2018,sem03,Baja California Sur,M,1
2018,sem03,Campeche,Sem.,1
2018,sem03,Campeche,H,1
2018,sem03,Campeche,M,0
2018,sem03,Coahuila,Sem.,1
2018,sem03,Coahuila,H,2
2018,sem03,Coahuila,M,1
2018,sem03,Colima,Sem.,1
2018,sem03,Colima,H,0
2018,sem03,Colima,M,2
2018,sem03,Chiapas,Sem.,0
2018,sem03,Chiapas,H,1
2018,sem03,Chiapas,M,1
2018,sem03,Chihuahua,Sem.,2
2018,sem03,Chihuahua,H,5
2018,sem03,Chihuahua,M,2
2018,sem03,Ciudad de México,Sem.,1
2018,sem03,Ciudad de México,H,2
2018,sem03,Ciudad de México,M,0
2018,sem03,Durango,Sem.,1
2018,sem03,Durango,H,0
2018,sem03,Durango,M,1
2018,sem03,Guanajuato,Sem.,0
2018,sem03,Guanajuato,H,0
2018,sem03,Guanajuato,M,0
2018,sem03,Guerrero,Sem.,0
2018,sem03,Guerrero,H,0
2018,sem03,Guerrero,M,1
2018,sem03,Hidalgo,Sem.,0
2018,sem03,Hidalgo,H,0
2018,sem03,Hidalgo,M,1
2018,sem03,Jalisco,Sem.,3
2018,sem03,Jalisco,H,6
2018,sem03,Jalisco,M,2
2018,sem03,México,Sem.,0
2018,sem03,México,H,0
2018,sem03,México,M,2
2018,sem03,Michoacán,Sem.,0
2018,sem03,Michoacán,H,0
2018,sem03,Michoacán,M,1
2018,sem03,Morelos,Sem.,0
2018,sem03,Morelos,H,1
2018,sem03,Morelos,M,0
2018,sem03,Nayarit,Sem.,3
2018,sem03,Nayarit,H,2
2018,sem03,Nayarit,M,1
2018,sem03,Nuevo León,Sem.,4
2018,sem03,Nuevo León,H,3
2018,sem03,Nuevo León,M,7
2018,sem03,Oaxaca,Sem.,2
2018,sem03,Oaxaca,H,1
2018,sem03,Oaxaca,M,1
2018,sem03,Puebla,Sem.,2
2018,sem03,Puebla,H,2
2018,sem03,Puebla,M,0
2018,sem03,Querétaro,Sem.,1
2018,sem03,Querétaro,H,1
2018,sem03,Querétaro,M,0
2018,sem03,Quintana Roo,Sem.,0
2018,sem03,Quintana Roo,H,1
2018,sem03,Quintana Roo,M,0
2018,sem03,San Luis Potosí,Sem.,0
2018,sem03,San Luis Potosí,H,0
2018,sem03,San Luis Potosí,M,0
2018,sem03,Sinaloa,Sem.,9
2018,sem03,Sinaloa,H,3
2018,sem03,Sinaloa,M,7
2018,sem03,Sonora,Sem.,0
2018,sem03,Sonora,H,0
2018,sem03,Sonora,M,1
2018,sem03,Tabasco,Sem.,1
2018,sem03,Tabasco,H,0
2018,sem03,Tabasco,M,1
2018,sem03,Tamaulipas,Sem.,3
2018,sem03,Tamaulipas,H,4
2018,sem03,Tamaulipas,M,1
2018,sem03,Tlaxcala,Sem.,0
2018,sem03,Tlaxcala,H,0
2018,sem03,Tlaxcala,M,0
2018,sem03,Veracruz,Sem.,3
2018,sem03,Veracruz,H,2
2018,sem03,Veracruz,M,5
2018,sem03,Yucatán,Sem.,1
2018,sem03,Yucatán,H,0
2018,sem03,Yucatán,M,2
2018,sem03,Zacatecas,Sem.,0
2018,sem03,Zacatecas,H,0
2018,sem03,Zacatecas,M,0
2018,sem04,Aguascalientes,Sem.,0
2018,sem04,Aguascalientes,H,0
2018,sem04,Aguascalientes,M,2
2018,sem04,Baja California,Sem.,3
2018,sem04,Baja California,H,2
2018,sem04,Baja California,M,3
2018,sem04,Baja California Sur,Sem.,0
2018,sem04,Baja California Sur,H,0
2018,sem04,Baja California Sur,M,1
2018,sem04,Campeche,Sem.,0
2018,sem04,Campeche,H,1
2018,sem04,Campeche,M,0
2018,sem04,Coahuila,Sem.,0
2018,sem04,Coahuila,H,2
2018,sem04,Coahuila,M,1
2018,sem04,Colima,Sem.,2
2018,sem04,Colima,H,1
2018,sem04,Colima,M,3
2018,sem04,Chiapas,Sem.,2
2018,sem04,Chiapas,H,2
2018,sem04,Chiapas,M,2
2018,sem04,Chihuahua,Sem.,3
2018,sem04,Chihuahua,H,5
2018,sem04,Chihuahua,M,5
2018,sem04,Ciudad de México,Sem.,3
2018,sem04,Ciudad de México,H,3
2018,sem04,Ciudad de México,M,2
2018,sem04,Durango,Sem.,0
2018,sem04,Durango,H,0
2018,sem04,Durango,M,1
2018,sem04,Guanajuato,Sem.,1
2018,sem04,Guanajuato,H,0
2018,sem04,Guanajuato,M,1
2018,sem04,Guerrero,Sem.,0
2018,sem04,Guerrero,H,0
2018,sem04,Guerrero,M,1
2018,sem04,Hidalgo,Sem.,0
2018,sem04,Hidalgo,H,0
2018,sem04,Hidalgo,M,1
2018,sem04,Jalisco,Sem.,5
2018,sem04,Jalisco,H,9
2018,sem04,Jalisco,M,4
2018,sem04,México,Sem.,1
2018,sem04,México,H,1
2018,sem04,México,M,2
2018,sem04,Michoacán,Sem.,3
2018,sem04,Michoacán,H,2
2018,sem04,Michoacán,M,2
2018,sem04,Morelos,Sem.,1
2018,sem04,Morelos,H,1
2018,sem04,Morelos,M,1
2018,sem04,Nayarit,Sem.,7
2018,sem04,Nayarit,H,2
2018,sem04,Nayarit,M,8
2018,sem04,Nuevo León,Sem.,1
2018,sem04,Nuevo León,H,3
2018,sem04,Nuevo León,M,8
2018,sem04,Oaxaca,Sem.,2
2018,sem04,Oaxaca,H,2
2018,sem04,Oaxaca,M,2
2018,sem04,Puebla,Sem.,3
2018,sem04,Puebla,H,3
2018,sem04,Puebla,M,2
2018,sem04,Querétaro,Sem.,0
2018,sem04,Querétaro,H,1
2018,sem04,Querétaro,M,0
2018,sem04,Quintana Roo,Sem.,0
2018,sem04,Quintana Roo,H,1
2018,sem04,Quintana Roo,M,0
2018,sem04,San Luis Potosí,Sem.,0
2018,sem04,San Luis Potosí,H,0
2018,sem04,San Luis Potosí,M,0
2018,sem04,Sinaloa,Sem.,8
2018,sem04,Sinaloa,H,7
2018,sem04,Sinaloa,M,11
2018,sem04,Sonora,Sem.,1
2018,sem04,Sonora,H,0
2018,sem04,Sonora,M,2
2018,sem04,Tabasco,Sem.,1
2018,sem04,Tabasco,H,1
2018,sem04,Tabasco,M,1
2018,sem04,Tamaulipas,Sem.,4
2018,sem04,Tamaulipas,H,4
2018,sem04,Tamaulipas,M,5
2018,sem04,Tlaxcala,Sem.,0
2018,sem04,Tlaxcala,H,0
2018,sem04,Tlaxcala,M,0
2018,sem04,Veracruz,Sem.,4
2018,sem04,Veracruz,H,4
2018,sem04,Veracruz,M,7
2018,sem04,Yucatán,Sem.,0
2018,sem04,Yucatán,H,0
2018,sem04,Yucatán,M,2
2018,sem04,Zacatecas,Sem.,0
2018,sem04,Zacatecas,H,0
2018,sem04,Zacatecas,M,0
2018,sem05,Aguascalientes,Sem.,0
2018,sem05,Aguascalientes,H,0
2018,sem05,Aguascalientes,M,2
2018,sem05,Baja California,Sem.,3
2018,sem05,Baja California,H,2
2018,sem05,Baja California,M,6
2018,sem05,Baja California Sur,Sem.,0
2018,sem05,Baja California Sur,H,0
2018,sem05,Baja California Sur,M,1
2018,sem05,Campeche,Sem.,2
2018,sem05,Campeche,H,1
2018,sem05,Campeche,M,2
2018,sem05,Coahuila,Sem.,0
2018,sem05,Coahuila,H,2
2018,sem05,Coahuila,M,1
2018,sem05,Colima,Sem.,2
2018,sem05,Colima,H,3
2018,sem05,Colima,M,3
2018,sem05,Chiapas,Sem.,0
2018,sem05,Chiapas,H,2
2018,sem05,Chiapas,M,2
2018,sem05,Chihuahua,Sem.,4
2018,sem05,Chihuahua,H,8
2018,sem05,Chihuahua,M,6
2018,sem05,Ciudad de México,Sem.,4
2018,sem05,Ciudad de México,H,6
2018,sem05,Ciudad de México,M,3
2018,sem05,Durango,Sem.,2
2018,sem05,Durango,H,1
2018,sem05,Durango,M,2
2018,sem05,Guanajuato,Sem.,0
2018,sem05,Guanajuato,H,0
2018,sem05,Guanajuato,M,1
2018,sem05,Guerrero,Sem.,1
2018,sem05,Guerrero,H,1
2018,sem05,Guerrero,M,1
2018,sem05,Hidalgo,Sem.,1
2018,sem05,Hidalgo,H,1
2018,sem05,Hidalgo,M,1
2018,sem05,Jalisco,Sem.,6
2018,sem05,Jalisco,H,14
2018,sem05,Jalisco,M,5
2018,sem05,México,Sem.,2
2018,sem05,México,H,3
2018,sem05,México,M,2
2018,sem05,Michoacán,Sem.,0
2018,sem05,Michoacán,H,2
2018,sem05,Michoacán,M,2
2018,sem05,Morelos,Sem.,1
2018,sem05,Morelos,H,1
2018,sem05,Morelos,M,2
2018,sem05,Nayarit,Sem.,4
2018,sem05,Nayarit,H,4
2018,sem05,Nayarit,M,10
2018,sem05,Nuevo León,Sem.,3
2018,sem05,Nuevo León,H,4
2018,sem05,Nuevo León,M,10
2018,sem05,Oaxaca,Sem.,1
2018,sem05,Oaxaca,H,3
2018,sem05,Oaxaca,M,2
2018,sem05,Puebla,Sem.,4
2018,sem05,Puebla,H,5
2018,sem05,Puebla,M,4
2018,sem05,Querétaro,Sem.,0
2018,sem05,Querétaro,H,1
2018,sem05,Querétaro,M,0
2018,sem05,Quintana Roo,Sem.,1
2018,sem05,Quintana Roo,H,2
2018,sem05,Quintana Roo,M,0
2018,sem05,San Luis Potosí,Sem.,2
2018,sem05,San Luis Potosí,H,1
2018,sem05,San Luis Potosí,M,1
2018,sem05,Sinaloa,Sem.,7
2018,sem05,Sinaloa,H,10
2018,sem05,Sinaloa,M,15
2018,sem05,Sonora,Sem.,2
2018,sem05,Sonora,H,1
2018,sem05,Sonora,M,3
2018,sem05,Tabasco,Sem.,0
2018,sem05,Tabasco,H,1
2018,sem05,Tabasco,M,1
2018,sem05,Tamaulipas,Sem.,5
2018,sem05,Tamaulipas,H,6
2018,sem05,Tamaulipas,M,8
2018,sem05,Tlaxcala,Sem.,0
2018,sem05,Tlaxcala,H,0
2018,sem05,Tlaxcala,M,0
2018,sem05,Veracruz,Sem.,4
2018,sem05,Veracruz,H,5
2018,sem05,Veracruz,M,10
2018,sem05,Yucatán,Sem.,0
2018,sem05,Yucatán,H,0
2018,sem05,Yucatán,M,2
2018,sem05,Zacatecas,Sem.,1
2018,sem05,Zacatecas,H,0
2018,sem05,Zacatecas,M,1
2018,sem06,Aguascalientes,Sem.,1
2018,sem06,Aguascalientes,H,0
2018,sem06,Aguascalientes,M,3
2018,sem06,Baja California,Sem.,1
2018,sem06,Baja California,H,3
2018,sem06,Baja California,M,6
2018,sem06,Baja California Sur,Sem.,0
2018,sem06,Baja California Sur,H,0
2018,sem06,Baja California Sur,M,1
2018,sem06,Campeche,Sem.,0
2018,sem06,Campeche,H,1
2018,sem06,Campeche,M,2
2018,sem06,Coahuila,Sem.,1
2018,sem06,Coahuila,H,2
2018,sem06,Coahuila,M,2
2018,sem06,Colima,Sem.,1
2018,sem06,Colima,H,4
2018,sem06,Colima,M,3
2018,sem06,Chiapas,Sem.,0
2018,sem06,Chiapas,H,2
2018,sem06,Chiapas,M,2
2018,sem06,Chihuahua,Sem.,1
2018,sem06,Chihuahua,H,8
2018,sem06,Chihuahua,M,7
2018,sem06,Ciudad de México,Sem.,3
2018,sem06,Ciudad de México,H,7
2018,sem06,Ciudad de México,M,5
2018,sem06,Durango,Sem.,1
2018,sem06,Durango,H,2
2018,sem06,Durango,M,2
2018,sem06,Guanajuato,Sem.,1
2018,sem06,Guanajuato,H,1
2018,sem06,Guanajuato,M,1
2018,sem06,Guerrero,Sem.,0
2018,sem06,Guerrero,H,1
2018,sem06,Guerrero,M,1
2018,sem06,Hidalgo,Sem.,2
2018,sem06,Hidalgo,H,1
2018,sem06,Hidalgo,M,3
2018,sem06,Jalisco,Sem.,9
2018,sem06,Jalisco,H,19
2018,sem06,Jalisco,M,9
2018,sem06,México,Sem.,4
2018,sem06,México,H,4
2018,sem06,México,M,5
2018,sem06,Michoacán,Sem.,1
2018,sem06,Michoacán,H,2
2018,sem06,Michoacán,M,3
2018,sem06,Morelos,Sem.,2
2018,sem06,Morelos,H,1
2018,sem06,Morelos,M,4
2018,sem06,Nayarit,Sem.,1
2018,sem06,Nayarit,H,5
2018,sem06,Nayarit,M,10
2018,sem06,Nuevo León,Sem.,2
2018,sem06,Nuevo León,H,4
2018,sem06,Nuevo León,M,12
2018,sem06,Oaxaca,Sem.,1
2018,sem06,Oaxaca,H,3
2018,sem06,Oaxaca,M,3
2018,sem06,Puebla,Sem.,1
2018,sem06,Puebla,H,5
2018,sem06,Puebla,M,5
2018,sem06,Querétaro,Sem.,3
2018,sem06,Querétaro,H,3
2018,sem06,Querétaro,M,1
2018,sem06,Quintana Roo,Sem.,0
2018,sem06,Quintana Roo,H,2
2018,sem06,Quintana Roo,M,0
2018,sem06,San Luis Potosí,Sem.,0
2018,sem06,San Luis Potosí,H,1
2018,sem06,San Luis Potosí,M,1
2018,sem06,Sinaloa,Sem.,2
2018,sem06,Sinaloa,H,11
2018,sem06,Sinaloa,M,16
2018,sem06,Sonora,Sem.,3
2018,sem06,Sonora,H,1
2018,sem06,Sonora,M,6
2018,sem06,Tabasco,Sem.,1
2018,sem06,Tabasco,H,1
2018,sem06,Tabasco,M,2
2018,sem06,Tamaulipas,Sem.,5
2018,sem06,Tamaulipas,H,10
2018,sem06,Tamaulipas,M,9
2018,sem06,Tlaxcala,Sem.,0
2018,sem06,Tlaxcala,H,0
2018,sem06,Tlaxcala,M,0
2018,sem06,Veracruz,Sem.,2
2018,sem06,Veracruz,H,6
2018,sem06,Veracruz,M,11
2018,sem06,Yucatán,Sem.,0
2018,sem06,Yucatán,H,0
2018,sem06,Yucatán,M,2
2018,sem06,Zacatecas,Sem.,0
2018,sem06,Zacatecas,H,0
2018,sem06,Zacatecas,M,1
2018,sem07,Aguascalientes,Sem.,0
2018,sem07,Aguascalientes,H,0
2018,sem07,Aguascalientes,M,3
2018,sem07,Baja California,Sem.,1
2018,sem07,Baja California,H,3
2018,sem07,Baja California,M,7
2018,sem07,Baja California Sur,Sem.,0
2018,sem07,Baja California Sur,H,0
2018,sem07,Baja California Sur,M,1
2018,sem07,Campeche,Sem.,0
2018,sem07,Campeche,H,1
2018,sem07,Campeche,M,2
2018,sem07,Coahuila,Sem.,1
2018,sem07,Coahuila,H,2
2018,sem07,Coahuila,M,3
2018,sem07,Colima,Sem.,0
2018,sem07,Colima,H,4
2018,sem07,Colima,M,3
2018,sem07,Chiapas,Sem.,0
2018,sem07,Chiapas,H,2
2018,sem07,Chiapas,M,2
2018,sem07,Chihuahua,Sem.,3
2018,sem07,Chihuahua,H,9
2018,sem07,Chihuahua,M,10
2018,sem07,Ciudad de México,Sem.,4
2018,sem07,Ciudad de México,H,8
2018,sem07,Ciudad de México,M,8
2018,sem07,Durango,Sem.,2
2018,sem07,Durango,H,2
2018,sem07,Durango,M,4
2018,sem07,Guanajuato,Sem.,2
2018,sem07,Guanajuato,H,2
2018,sem07,Guanajuato,M,2
2018,sem07,Guerrero,Sem.,0
2018,sem07,Guerrero,H,1
2018,sem07,Guerrero,M,1
2018,sem07,Hidalgo,Sem.,2
2018,sem07,Hidalgo,H,2
2018,sem07,Hidalgo,M,4
2018,sem07,Jalisco,Sem.,7
2018,sem07,Jalisco,H,25
2018,sem07,Jalisco,M,10
2018,sem07,México,Sem.,3
2018,sem07,México,H,6
2018,sem07,México,M,6
2018,sem07,Michoacán,Sem.,3
2018,sem07,Michoacán,H,3
2018,sem07,Michoacán,M,5
2018,sem07,Morelos,Sem.,1
2018,sem07,Morelos,H,2
2018,sem07,Morelos,M,4
2018,sem07,Nayarit,Sem.,1
2018,sem07,Nayarit,H,5
2018,sem07,Nayarit,M,11
2018,sem07,Nuevo León,Sem.,3
2018,sem07,Nuevo León,H,5
2018,sem07,Nuevo León,M,14
2018,sem07,Oaxaca,Sem.,1
2018,sem07,Oaxaca,H,3
2018,sem07,Oaxaca,M,4
2018,sem07,Puebla,Sem.,1
2018,sem07,Puebla,H,6
2018,sem07,Puebla,M,5
2018,sem07,Querétaro,Sem.,0
2018,sem07,Querétaro,H,3
2018,sem07,Querétaro,M,1
2018,sem07,Quintana Roo,Sem.,1
2018,sem07,Quintana Roo,H,3
2018,sem07,Quintana Roo,M,0
2018,sem07,San Luis Potosí,Sem.,1
2018,sem07,San Luis Potosí,H,1
2018,sem07,San Luis Potosí,M,2
2018,sem07,Sinaloa,Sem.,8
2018,sem07,Sinaloa,H,13
2018,sem07,Sinaloa,M,22
2018,sem07,Sonora,Sem.,3
2018,sem07,Sonora,H,3
2018,sem07,Sonora,M,7
2018,sem07,Tabasco,Sem.,0
2018,sem07,Tabasco,H,1
2018,sem07,Tabasco,M,2
2018,sem07,Tamaulipas,Sem.,3
2018,sem07,Tamaulipas,H,12
2018,sem07,Tamaulipas,M,10
2018,sem07,Tlaxcala,Sem.,0
2018,sem07,Tlaxcala,H,0
2018,sem07,Tlaxcala,M,0
2018,sem07,Veracruz,Sem.,0
2018,sem07,Veracruz,H,6
2018,sem07,Veracruz,M,11
2018,sem07,Yucatán,Sem.,0
2018,sem07,Yucatán,H,0
